,R1,R2,R3,R4,R5,Avg,Time(sec)
MAE,10.780689341768353,9.126674748848787,11.490032296658985,7.368345645489894,9.701240328210448,9.693396472195293,1525.7565984725952
RMSE,12.852351710854538,10.936244851441197,13.02931645094408,8.672029078896049,11.151531228941785,11.32829466421553,1525.7565984725952
R2,-0.14114852076694007,0.2093507155432649,0.20764789541137385,0.33402605540763286,0.18348118471701058,0.15867146606246843,1525.7565984725952
MSE,165.1829444995056,119.60145145067408,169.76308717884206,75.20408834521866,124.35664875006387,130.82164404486085,1525.7565984725952
