,R1,R2,R3,R4,R5,Avg,Time(sec)
MAE,6.195065021514893,7.53817892074585,6.188901901245117,6.099985122680664,5.739382743835449,6.352302742004395,294.26621198654175
RMSE,7.765483856201172,9.299111366271973,8.261199951171875,7.99723482131958,7.310029983520508,8.126611995697022,294.26621198654175
R2,0.8252242803573608,0.7560664415359497,0.8002466559410095,0.8151657581329346,0.8377385139465332,0.8068883299827576,294.26621198654175
MSE,60.30273620954907,86.47346531525822,68.24742419903095,63.95577151958759,53.43653370783879,66.48318619025292,294.26621198654175
